date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:03:01	138448/138448	---M-Z	200	added ('OK')	text/html	etag:%2221cd0-62a4ea0cc7535-gzip%22	https://coderthemes.com/highdmin/layouts/apps-kanban.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/apps-kanban.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:02	125675/125675	---M-Z	200	added ('OK')	text/html	etag:%221eaeb-62a4ea0cc7535-gzip%22	https://coderthemes.com/highdmin/layouts/apps-companies.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/apps-companies.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:03	140159/140159	---M-Z	200	added ('OK')	text/html	etag:%222237f-62a4ea0cc7535-gzip%22	https://coderthemes.com/highdmin/layouts/apps-invoices.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/apps-invoices.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:04	139502/139502	---M-Z	200	added ('OK')	text/html	etag:%22220ee-62a4ea0cc7535-gzip%22	https://coderthemes.com/highdmin/layouts/apps-invoice-details.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/apps-invoice-details.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:05	127595/127595	---M-Z	200	added ('OK')	text/html	etag:%221f26b-62a4ea0cc7535-gzip%22	https://coderthemes.com/highdmin/layouts/apps-invoice-create.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/apps-invoice-create.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:06	106940/106940	---M-Z	200	added ('OK')	text/html	etag:%221a1bc-631236f972f4b-gzip%22	https://coderthemes.com/highdmin/layouts/pages-starter.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/pages-starter.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:07	119012/119012	---M-Z	200	added ('OK')	text/html	etag:%221d0e4-62a4ea0d0ca94-gzip%22	https://coderthemes.com/highdmin/layouts/pages-pricing.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/pages-pricing.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:08	144304/144304	---M-Z	200	added ('OK')	text/html	etag:%22233b0-62a4ea0d0ca94-gzip%22	https://coderthemes.com/highdmin/layouts/pages-faq.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/pages-faq.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:09	2205/2205	---M-Z	200	added ('OK')	text/html	etag:%2289d-62a4ea0d0ca94-gzip%22	https://coderthemes.com/highdmin/layouts/pages-maintenance.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/pages-maintenance.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:10	131217/131217	---M-Z	200	added ('OK')	text/html	etag:%2220091-62a4ea0d0da34-gzip%22	https://coderthemes.com/highdmin/layouts/pages-timeline.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/pages-timeline.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:11	4910/4910	---M-Z	200	added ('OK')	text/html	etag:%22132e-62a4ea0d0ca94-gzip%22	https://coderthemes.com/highdmin/layouts/pages-coming-soon.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/pages-coming-soon.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:12	119819/119819	---M-Z	200	added ('OK')	text/html	etag:%221d40b-62a4ea0d0ca94-gzip%22	https://coderthemes.com/highdmin/layouts/pages-terms-conditions.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/pages-terms-conditions.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:13	136082/136082	---M-Z	200	added ('OK')	text/html	etag:%2221392-63abd5769b8a7-gzip%22	https://coderthemes.com/highdmin/layouts/pages-search-results.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/pages-search-results.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:14	3763/3763	---M-Z	200	added ('OK')	text/html	etag:%22eb3-62a4ea0d06cd4-gzip%22	https://coderthemes.com/highdmin/layouts/auth-login.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/auth-login.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:15	4043/4043	---M-Z	200	added ('OK')	text/html	etag:%22fcb-62a4ea0d06cd4-gzip%22	https://coderthemes.com/highdmin/layouts/auth-register.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/auth-register.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:16	3278/3278	---M-Z	200	added ('OK')	text/html	etag:%22cce-62a4ea0d06cd4-gzip%22	https://coderthemes.com/highdmin/layouts/auth-logout.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/auth-logout.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:17	2944/2944	---M-Z	200	added ('OK')	text/html	etag:%22b80-62a4ea0d06cd4-gzip%22	https://coderthemes.com/highdmin/layouts/auth-recoverpw.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/auth-recoverpw.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:18	3494/3494	---M-Z	200	added ('OK')	text/html	etag:%22da6-62a4ea0d06cd4-gzip%22	https://coderthemes.com/highdmin/layouts/auth-createpw.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/auth-createpw.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:19	3242/3242	---M-Z	200	added ('OK')	text/html	etag:%22caa-62a4ea0d06cd4-gzip%22	https://coderthemes.com/highdmin/layouts/auth-lock-screen.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/auth-lock-screen.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:20	3290/3290	---M-Z	200	added ('OK')	text/html	etag:%22cda-62a4ea0d06cd4-gzip%22	https://coderthemes.com/highdmin/layouts/auth-confirm-mail.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/auth-confirm-mail.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:21	3612/3612	---M-Z	200	added ('OK')	text/html	etag:%22e1c-62a4ea0d06cd4-gzip%22	https://coderthemes.com/highdmin/layouts/auth-login-pin.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/auth-login-pin.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:22	2670/2670	---M-Z	200	added ('OK')	text/html	etag:%22a6e-62a4ea0d08c14-gzip%22	https://coderthemes.com/highdmin/layouts/error-401.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/error-401.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:23	2681/2681	---M-Z	200	added ('OK')	text/html	etag:%22a79-62a4ea0d08c14-gzip%22	https://coderthemes.com/highdmin/layouts/error-400.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/error-400.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:24	2705/2705	---M-Z	200	added ('OK')	text/html	etag:%22a91-62a4ea0d08c14-gzip%22	https://coderthemes.com/highdmin/layouts/error-403.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/error-403.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:25	2683/2683	---M-Z	200	added ('OK')	text/html	etag:%22a7b-62a4ea0d09bb4-gzip%22	https://coderthemes.com/highdmin/layouts/error-404.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/error-404.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:26	2698/2698	---M-Z	200	added ('OK')	text/html	etag:%22a8a-62a4ea0d09bb4-gzip%22	https://coderthemes.com/highdmin/layouts/error-500.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/error-500.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:27	2726/2726	---M-Z	200	added ('OK')	text/html	etag:%22aa6-62a4ea0d09bb4-gzip%22	https://coderthemes.com/highdmin/layouts/error-service-unavailable.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/error-service-unavailable.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:28	127724/127724	---M-Z	200	added ('OK')	text/html	etag:%221f2ec-62a4ea0d09bb4-gzip%22	https://coderthemes.com/highdmin/layouts/error-404-alt.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/error-404-alt.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:29	136805/136805	---M-Z	200	added ('OK')	text/html	etag:%2221665-62a4ea0d0ca94-gzip%22	https://coderthemes.com/highdmin/layouts/layouts-horizontal.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/layouts-horizontal.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:30	164381/164381	---M-Z	200	added ('OK')	text/html	etag:%222821d-62a4ea0d0baf4-gzip%22	https://coderthemes.com/highdmin/layouts/layouts-detached.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/layouts-detached.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:31	164370/164370	---M-Z	200	added ('OK')	text/html	etag:%2228212-62a4ea0d0baf4-gzip%22	https://coderthemes.com/highdmin/layouts/layouts-full.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/layouts-full.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:32	164388/164388	---M-Z	200	added ('OK')	text/html	etag:%2228224-62a4ea0d0baf4-gzip%22	https://coderthemes.com/highdmin/layouts/layouts-fullscreen.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/layouts-fullscreen.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:33	164376/164376	---M-Z	200	added ('OK')	text/html	etag:%2228218-62a4ea0d0ca94-gzip%22	https://coderthemes.com/highdmin/layouts/layouts-hover.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/layouts-hover.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:34	164379/164379	---M-Z	200	added ('OK')	text/html	etag:%222821b-62a4ea0d0ab54-gzip%22	https://coderthemes.com/highdmin/layouts/layouts-compact.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/layouts-compact.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:35	164385/164385	---M-Z	200	added ('OK')	text/html	etag:%2228221-62a4ea0d0ca94-gzip%22	https://coderthemes.com/highdmin/layouts/layouts-icon-view.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/layouts-icon-view.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:36	150288/150288	---M-Z	200	added ('OK')	text/html	etag:%2224b10-62a4ea0d0da34-gzip%22	https://coderthemes.com/highdmin/layouts/ui-accordions.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-accordions.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:37	132387/132387	---M-Z	200	added ('OK')	text/html	etag:%2220523-62a4ea0d0da34-gzip%22	https://coderthemes.com/highdmin/layouts/ui-alerts.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-alerts.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:38	132282/132282	---M-Z	200	added ('OK')	text/html	etag:%22204ba-62a4ea0d0da34-gzip%22	https://coderthemes.com/highdmin/layouts/ui-avatars.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-avatars.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:39	117725/117725	---M-Z	200	added ('OK')	text/html	etag:%221cbdd-62a4ea0d0e9d4-gzip%22	https://coderthemes.com/highdmin/layouts/ui-badges.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-badges.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:40	115703/115703	---M-Z	200	added ('OK')	text/html	etag:%221c3f7-62a4ea0d0e9d4-gzip%22	https://coderthemes.com/highdmin/layouts/ui-breadcrumb.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-breadcrumb.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:41	140554/140554	---M-Z	200	added ('OK')	text/html	etag:%222250a-62a4ea0d0e9d4-gzip%22	https://coderthemes.com/highdmin/layouts/ui-buttons.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-buttons.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:42	135178/135178	---M-Z	200	added ('OK')	text/html	etag:%222100a-62a4ea0d0e9d4-gzip%22	https://coderthemes.com/highdmin/layouts/ui-cards.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-cards.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:43	128751/128751	---M-Z	200	added ('OK')	text/html	etag:%221f6ef-62a4ea0d0e9d4-gzip%22	https://coderthemes.com/highdmin/layouts/ui-carousel.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-carousel.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:44	115113/115113	---M-Z	200	added ('OK')	text/html	etag:%221c1a9-62a4ea0d0e9d4-gzip%22	https://coderthemes.com/highdmin/layouts/ui-collapse.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-collapse.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:45	166564/166564	---M-Z	200	added ('OK')	text/html	etag:%2228aa4-62a4ea0d0e9d4-gzip%22	https://coderthemes.com/highdmin/layouts/ui-dropdowns.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-dropdowns.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:46	110383/110383	---M-Z	200	added ('OK')	text/html	etag:%221af2f-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-ratios.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-ratios.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:47	122655/122655	---M-Z	200	added ('OK')	text/html	etag:%221df1f-62a4ea0d0e9d4-gzip%22	https://coderthemes.com/highdmin/layouts/ui-grid.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-grid.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:48	121453/121453	---M-Z	200	added ('OK')	text/html	etag:%221da6d-62a4ea0d0e9d4-gzip%22	https://coderthemes.com/highdmin/layouts/ui-links.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-links.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:49	134364/134364	---M-Z	200	added ('OK')	text/html	etag:%2220cdc-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-list-group.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-list-group.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:50	211032/211032	---M-Z	200	added ('OK')	text/html	etag:%2233858-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-modals.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-modals.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:51	125852/125852	---M-Z	200	added ('OK')	text/html	etag:%221eb9c-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-notifications.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-notifications.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:52	131676/131676	---M-Z	200	added ('OK')	text/html	etag:%222025c-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-offcanvas.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-offcanvas.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:53	116778/116778	---M-Z	200	added ('OK')	text/html	etag:%221c82a-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-placeholders.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-placeholders.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:54	146118/146118	---M-Z	200	added ('OK')	text/html	etag:%2223ac6-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-pagination.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-pagination.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:55	118072/118072	---M-Z	200	added ('OK')	text/html	etag:%221cd38-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-popovers.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-popovers.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:56	125278/125278	---M-Z	200	added ('OK')	text/html	etag:%221e95e-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-progress.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-progress.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:57	127996/127996	---M-Z	200	added ('OK')	text/html	etag:%221f3fc-62a4ea0d0f974-gzip%22	https://coderthemes.com/highdmin/layouts/ui-scrollspy.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-scrollspy.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:58	118625/118625	---M-Z	200	added ('OK')	text/html	etag:%221cf61-62a4ea0d10914-gzip%22	https://coderthemes.com/highdmin/layouts/ui-spinners.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-spinners.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:03:59	149944/149944	---M-Z	200	added ('OK')	text/html	etag:%22249b8-62a4ea0d10914-gzip%22	https://coderthemes.com/highdmin/layouts/ui-tabs.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-tabs.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:04:00	118577/118577	---M-Z	200	added ('OK')	text/html	etag:%221cf31-62a4ea0d10914-gzip%22	https://coderthemes.com/highdmin/layouts/ui-tooltips.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-tooltips.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:04:01	136062/136062	---M-Z	200	added ('OK')	text/html	etag:%222137e-62a4ea0d10914-gzip%22	https://coderthemes.com/highdmin/layouts/ui-typography.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-typography.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:04:02	165021/165021	---M-Z	200	added ('OK')	text/html	etag:%222849d-62a4ea0d10914-gzip%22	https://coderthemes.com/highdmin/layouts/ui-utilities.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/ui-utilities.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:04:03	153875/153875	---M-Z	200	added ('OK')	text/html	etag:%2225913-62a4ea0d09bb4-gzip%22	https://coderthemes.com/highdmin/layouts/extended-dragula.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/extended-dragula.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:04:04	136437/136437	---M-Z	200	added ('OK')	text/html	etag:%22214f5-62a4ea0d09bb4-gzip%22	https://coderthemes.com/highdmin/layouts/extended-sweetalerts.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/extended-sweetalerts.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:04:05	132320/132320	---M-Z	200	added ('OK')	text/html	etag:%22204e0-62a4ea0d09bb4-gzip%22	https://coderthemes.com/highdmin/layouts/extended-ratings.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/extended-ratings.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:04:06	138037/138037	---M-Z	200	added ('OK')	text/html	etag:%2221b35-62a4ea0d09bb4-gzip%22	https://coderthemes.com/highdmin/layouts/extended-scrollbar.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/extended-scrollbar.html	(from https://coderthemes.com/highdmin/layouts/index.html)
18:04:07	125025/125025	---M-Z	200	added ('OK')	text/html	etag:%221e861-62a4ea0d0ab54-gzip%22	https://coderthemes.com/highdmin/layouts/icons-remix.html	/Users/kayishlm/code/tugas-matkul/ppl/project-ppl/template/coderthemes.com/highdmin/layouts/icons-remix.html	(from https://coderthemes.com/highdmin/layouts/index.html)
